filename,width,height,class,xmin,ymin,xmax,ymax
6449.png,1216,1486,PIP,236,513,332,633
6449.png,1216,1486,PIP,379,351,504,490
6449.png,1216,1486,PIP,572,262,705,410
6449.png,1216,1486,PIP,768,291,900,421
6449.png,1216,1486,MCP,450,610,578,775
6449.png,1216,1486,MCP,335,682,455,834
6449.png,1216,1486,MCP,586,556,713,718
6449.png,1216,1486,MCP,738,539,884,706
6449.png,1216,1486,MCP,941,784,1071,928
6449.png,1216,1486,Radius,490,1248,768,1426
6449.png,1216,1486,Ulna,390,1217,559,1363
6449.png,1216,1486,Wrist,439,993,907,1302
6470.png,1412,1734,DIP,237,624,344,744
6470.png,1412,1734,DIP,498,431,601,545
6470.png,1412,1734,DIP,706,392,817,520
6470.png,1412,1734,DIP,927,540,1029,659
6470.png,1412,1734,PIP,999,939,1117,1074
6470.png,1412,1734,PIP,296,727,388,841
6470.png,1412,1734,PIP,486,564,605,696
6470.png,1412,1734,PIP,661,530,788,671
6470.png,1412,1734,PIP,839,636,965,760
6470.png,1412,1734,MCP,481,801,603,958
6470.png,1412,1734,MCP,368,859,482,1004
6470.png,1412,1734,MCP,605,783,726,937
6470.png,1412,1734,MCP,734,816,873,975
6470.png,1412,1734,MCP,868,1035,992,1172
6470.png,1412,1734,Radius,511,1294,738,1463
6470.png,1412,1734,Ulna,425,1369,586,1508
6470.png,1412,1734,Wrist,372,1136,826,1420
4278.png,2460,2970,PIP,1215,705,1381,884
4278.png,2460,2970,PIP,1463,779,1628,966
4278.png,2460,2970,MCP,995,1129,1173,1306
4278.png,2460,2970,PIP,1016,764,1157,938
4278.png,2460,2970,MCP,1366,1100,1569,1326
4278.png,2460,2970,PIP,739,942,869,1111
4278.png,2460,2970,MCP,817,1181,1020,1406
4278.png,2460,2970,MCP,1167,1067,1362,1294
4278.png,2460,2970,DIP,1246,480,1372,615
4278.png,2460,2970,DIP,656,777,798,945
4278.png,2460,2970,DIP,1017,527,1150,689
4278.png,2460,2970,Ulna,919,1988,1093,2197
4278.png,2460,2970,Wrist,912,1645,1516,2068
4278.png,2460,2970,DIP,1536,592,1658,743
4278.png,2460,2970,PIP,1796,1254,1944,1426
4278.png,2460,2970,MCP,1595,1461,1790,1688
4278.png,2460,2970,Radius,1073,1901,1398,2185
4303.png,969,1341,PIP,175,566,248,661
4303.png,969,1341,PIP,469,378,558,481
4303.png,969,1341,PIP,324,432,407,529
4303.png,969,1341,MCP,690,792,787,891
4303.png,969,1341,DIP,707,327,779,418
4303.png,969,1341,DIP,329,313,396,397
4303.png,969,1341,MCP,241,693,335,797
4303.png,969,1341,DIP,489,259,561,347
4303.png,969,1341,MCP,434,590,530,700
4303.png,969,1341,MCP,332,620,429,737
4303.png,969,1341,MCP,558,596,664,708
4303.png,969,1341,PIP,799,682,880,782
4303.png,969,1341,DIP,145,503,211,582
4303.png,969,1341,PIP,649,422,739,525
4303.png,969,1341,Wrist,319,912,616,1125
4303.png,969,1341,Ulna,303,1073,410,1195
4303.png,969,1341,Radius,395,1075,576,1196
6460.png,2460,2970,DIP,450,897,601,1065
6460.png,2460,2970,DIP,659,529,804,690
6460.png,2460,2970,DIP,992,309,1148,489
6460.png,2460,2970,DIP,1418,399,1562,566
6460.png,2460,2970,PIP,1858,1032,2024,1222
6460.png,2460,2970,PIP,598,1006,727,1166
6460.png,2460,2970,PIP,756,731,924,916
6460.png,2460,2970,PIP,1049,544,1228,742
6460.png,2460,2970,PIP,1381,600,1559,774
6460.png,2460,2970,MCP,948,1029,1120,1250
6460.png,2460,2970,MCP,815,1160,975,1364
6460.png,2460,2970,MCP,1125,951,1295,1168
6460.png,2460,2970,MCP,1331,951,1527,1175
6460.png,2460,2970,MCP,1685,1250,1860,1443
6460.png,2460,2970,Radius,1178,1831,1497,2068
6460.png,2460,2970,Ulna,980,1870,1206,2065
6460.png,2460,2970,Wrist,982,1530,1620,1929
4223.png,2320,2920,PIP,1117,474,1300,703
4223.png,2320,2920,PIP,793,613,961,823
4223.png,2320,2920,PIP,547,881,695,1089
4223.png,2320,2920,PIP,1390,582,1569,800
4223.png,2320,2920,MCP,1583,1357,1802,1596
4223.png,2320,2920,DIP,1165,186,1321,395
4223.png,2320,2920,Wrist,826,1692,1521,2182
4223.png,2320,2920,MCP,1263,999,1479,1258
4223.png,2320,2920,DIP,1460,333,1597,522
4223.png,2320,2920,MCP,633,1206,831,1447
4223.png,2320,2920,MCP,818,1073,1008,1314
4223.png,2320,2920,DIP,802,343,936,527
4223.png,2320,2920,MCP,1024,992,1228,1235
4223.png,2320,2920,DIP,479,693,620,879
4223.png,2320,2920,PIP,1751,1056,1906,1265
4223.png,2320,2920,Radius,1064,1971,1416,2303
4223.png,2320,2920,Ulna,884,2065,1091,2335
4304.png,1127,1843,PIP,368,381,447,487
4304.png,1127,1843,PIP,524,314,602,426
4304.png,1127,1843,DIP,731,249,800,329
4304.png,1127,1843,PIP,923,600,1012,721
4304.png,1127,1843,PIP,695,358,776,463
4304.png,1127,1843,MCP,833,757,945,879
4304.png,1127,1843,DIP,528,175,600,264
4304.png,1127,1843,MCP,402,601,506,730
4304.png,1127,1843,DIP,352,244,418,325
4304.png,1127,1843,MCP,633,566,751,698
4304.png,1127,1843,MCP,511,565,617,689
4304.png,1127,1843,PIP,196,547,267,653
4304.png,1127,1843,MCP,308,671,410,795
4304.png,1127,1843,DIP,130,470,201,559
4304.png,1127,1843,Wrist,418,897,781,1148
4304.png,1127,1843,Radius,535,1053,710,1190
4304.png,1127,1843,Ulna,435,1091,550,1224
4330.png,835,1295,PIP,400,281,469,373
4330.png,835,1295,PIP,263,338,327,427
4330.png,835,1295,PIP,525,309,593,398
4330.png,835,1295,DIP,562,209,622,288
4330.png,835,1295,DIP,423,162,482,242
4330.png,835,1295,DIP,84,408,141,473
4330.png,835,1295,PIP,690,526,760,610
4330.png,835,1295,MCP,362,495,447,597
4330.png,835,1295,MCP,281,528,363,631
4330.png,835,1295,DIP,246,221,304,298
4330.png,835,1295,MCP,457,494,554,599
4330.png,835,1295,MCP,209,583,289,676
4330.png,835,1295,MCP,599,633,685,726
4330.png,835,1295,PIP,131,470,197,543
4330.png,835,1295,Wrist,278,762,573,962
4330.png,835,1295,Ulna,296,968,379,1057
4330.png,835,1295,Radius,365,914,514,1035
4328.png,1056,1499,PIP,494,300,573,409
4328.png,1056,1499,PIP,325,356,404,463
4328.png,1056,1499,PIP,661,347,737,449
4328.png,1056,1499,DIP,288,230,371,329
4328.png,1056,1499,DIP,507,163,579,254
4328.png,1056,1499,MCP,748,704,853,811
4328.png,1056,1499,PIP,842,564,919,675
4328.png,1056,1499,MCP,365,582,462,697
4328.png,1056,1499,DIP,697,237,769,329
4328.png,1056,1499,MCP,283,638,381,748
4328.png,1056,1499,MCP,461,538,561,655
4328.png,1056,1499,Wrist,379,852,735,1095
4328.png,1056,1499,MCP,575,534,688,653
4328.png,1056,1499,DIP,118,426,200,525
4328.png,1056,1499,Ulna,398,1065,500,1171
4328.png,1056,1499,PIP,193,508,258,604
4328.png,1056,1499,Radius,492,1023,667,1170
4200.png,880,1270,PIP,181,458,238,541
4200.png,880,1270,PIP,417,315,488,413
4200.png,880,1270,DIP,573,246,632,324
4200.png,880,1270,DIP,434,199,494,280
4200.png,880,1270,PIP,536,347,609,443
4200.png,880,1270,DIP,275,254,329,328
4200.png,880,1270,PIP,281,367,346,455
4200.png,880,1270,PIP,656,517,727,612
4200.png,880,1270,MCP,477,514,564,622
4200.png,880,1270,MCP,302,542,377,645
4200.png,880,1270,MCP,383,511,462,614
4200.png,880,1270,DIP,148,380,205,456
4200.png,880,1270,MCP,231,583,304,680
4200.png,880,1270,MCP,594,639,677,736
4200.png,880,1270,Wrist,285,768,585,970
4200.png,880,1270,Ulna,270,933,386,1027
4200.png,880,1270,Radius,358,940,494,1050
4221.png,1047,1365,PIP,502,303,593,418
4221.png,1047,1365,PIP,342,366,432,472
4221.png,1047,1365,PIP,218,518,290,611
4221.png,1047,1365,DIP,298,226,374,327
4221.png,1047,1365,DIP,738,226,810,327
4221.png,1047,1365,MCP,395,595,486,729
4221.png,1047,1365,DIP,516,154,587,253
4221.png,1047,1365,DIP,151,418,228,523
4221.png,1047,1365,MCP,499,557,594,690
4221.png,1047,1365,PIP,680,348,769,454
4221.png,1047,1365,MCP,608,555,710,690
4221.png,1047,1365,MCP,790,733,889,854
4221.png,1047,1365,MCP,323,655,414,782
4221.png,1047,1365,Wrist,377,887,720,1123
4221.png,1047,1365,PIP,887,593,969,700
4221.png,1047,1365,Ulna,409,1112,519,1211
4221.png,1047,1365,Radius,483,1048,672,1183
4241.png,800,948,PIP,244,236,299,309
4241.png,800,948,PIP,359,197,419,276
4241.png,800,948,PIP,477,228,537,305
4241.png,800,948,Wrist,257,552,509,728
4241.png,800,948,DIP,232,154,281,221
4241.png,800,948,DIP,368,105,420,177
4241.png,800,948,MCP,549,493,617,571
4241.png,800,948,PIP,154,318,206,395
4241.png,800,948,MCP,282,369,346,457
4241.png,800,948,DIP,500,151,549,219
4241.png,800,948,MCP,432,350,507,441
4241.png,800,948,MCP,350,347,416,433
4241.png,800,948,PIP,614,412,679,492
4241.png,800,948,MCP,221,401,286,487
4241.png,800,948,DIP,122,268,177,339
4241.png,800,948,Ulna,264,701,333,785
4241.png,800,948,Radius,330,696,433,779
4321.png,953,1514,PIP,439,339,515,445
4321.png,953,1514,PIP,158,515,227,607
4321.png,953,1514,DIP,620,257,684,344
4321.png,953,1514,DIP,451,201,519,295
4321.png,953,1514,DIP,282,261,345,343
4321.png,953,1514,PIP,586,368,661,469
4321.png,953,1514,PIP,294,393,368,493
4321.png,953,1514,DIP,115,420,184,512
4321.png,953,1514,MCP,677,720,779,826
4321.png,953,1514,MCP,414,574,511,685
4321.png,953,1514,MCP,324,601,416,716
4321.png,953,1514,MCP,234,661,327,769
4321.png,953,1514,PIP,749,577,830,682
4321.png,953,1514,MCP,524,565,630,681
4321.png,953,1514,Wrist,311,867,643,1087
4321.png,953,1514,Ulna,310,1035,414,1146
4321.png,953,1514,Radius,402,1035,572,1167
6111.png,1784,2383,DIP,309,1020,416,1140
6111.png,1784,2383,DIP,520,677,622,790
6111.png,1784,2383,DIP,774,531,885,659
6111.png,1784,2383,DIP,1095,605,1196,723
6111.png,1784,2383,PIP,1373,1106,1491,1240
6111.png,1784,2383,PIP,441,1076,533,1190
6111.png,1784,2383,PIP,600,838,718,970
6111.png,1784,2383,PIP,800,708,927,848
6111.png,1784,2383,PIP,1051,756,1176,880
6111.png,1784,2383,MCP,700,1048,821,1204
6111.png,1784,2383,MCP,580,1178,694,1322
6111.png,1784,2383,MCP,849,993,970,1146
6111.png,1784,2383,MCP,1008,1006,1147,1164
6111.png,1784,2383,MCP,1259,1259,1383,1396
6111.png,1784,2383,Radius,835,1702,1083,1870
6111.png,1784,2383,Ulna,691,1683,851,1822
6111.png,1784,2383,Wrist,708,1454,1162,1760
6417.png,1176,1324,DIP,142,487,239,595
6417.png,1176,1324,DIP,357,239,450,342
6417.png,1176,1324,DIP,561,134,661,249
6417.png,1176,1324,DIP,791,197,883,305
6417.png,1176,1324,PIP,931,552,1038,674
6417.png,1176,1324,PIP,229,563,312,666
6417.png,1176,1324,PIP,374,378,482,497
6417.png,1176,1324,PIP,556,286,671,413
6417.png,1176,1324,PIP,745,322,859,434
6417.png,1176,1324,MCP,449,573,559,714
6417.png,1176,1324,MCP,351,657,454,788
6417.png,1176,1324,MCP,557,508,666,647
6417.png,1176,1324,MCP,694,508,820,652
6417.png,1176,1324,MCP,857,684,969,808
6417.png,1176,1324,Radius,548,1042,753,1194
6417.png,1176,1324,Ulna,439,1044,585,1169
6417.png,1176,1324,Wrist,442,854,851,1110
6412.png,1258,1958,DIP,134,687,241,807
6412.png,1258,1958,DIP,315,456,418,570
6412.png,1258,1958,DIP,575,346,686,474
6412.png,1258,1958,DIP,827,424,929,543
6412.png,1258,1958,PIP,1027,833,1145,968
6412.png,1258,1958,PIP,198,818,290,932
6412.png,1258,1958,PIP,346,628,465,760
6412.png,1258,1958,PIP,567,542,694,683
6412.png,1258,1958,PIP,785,576,911,700
6412.png,1258,1958,MCP,413,896,535,1053
6412.png,1258,1958,MCP,290,971,404,1116
6412.png,1258,1958,MCP,557,841,678,995
6412.png,1258,1958,MCP,709,841,848,1000
6412.png,1258,1958,MCP,939,1029,1063,1166
6412.png,1258,1958,Radius,593,1492,820,1661
6412.png,1258,1958,Ulna,432,1529,593,1668
6412.png,1258,1958,Wrist,417,1258,888,1572
4299.png,1261,1495,PIP,561,362,651,485
4299.png,1261,1495,PIP,418,415,498,527
4299.png,1261,1495,PIP,269,536,339,621
4299.png,1261,1495,DIP,586,236,659,335
4299.png,1261,1495,PIP,942,655,1045,783
4299.png,1261,1495,PIP,748,390,838,517
4299.png,1261,1495,MCP,836,816,968,944
4299.png,1261,1495,DIP,791,277,874,379
4299.png,1261,1495,Wrist,397,949,774,1212
4299.png,1261,1495,MCP,661,606,791,746
4299.png,1261,1495,MCP,410,650,520,780
4299.png,1261,1495,DIP,431,292,500,379
4299.png,1261,1495,MCP,523,607,639,742
4299.png,1261,1495,DIP,252,434,321,528
4299.png,1261,1495,Ulna,380,1178,504,1318
4299.png,1261,1495,MCP,301,692,421,829
4299.png,1261,1495,Radius,483,1140,695,1311
4210.png,1720,2320,PIP,665,575,792,735
4210.png,1720,2320,PIP,891,559,1021,715
4210.png,1720,2320,DIP,935,389,1039,509
4210.png,1720,2320,MCP,728,890,867,1066
4210.png,1720,2320,MCP,601,957,743,1134
4210.png,1720,2320,DIP,670,396,784,536
4210.png,1720,2320,MCP,881,864,1036,1049
4210.png,1720,2320,DIP,445,651,555,792
4210.png,1720,2320,PIP,1199,840,1311,993
4210.png,1720,2320,Wrist,676,1273,1187,1598
4210.png,1720,2320,PIP,491,747,582,884
4210.png,1720,2320,Radius,798,1550,1042,1728
4210.png,1720,2320,Ulna,664,1477,844,1653
4210.png,1720,2320,MCP,1156,982,1311,1167
6483.png,1155,1474,DIP,124,373,221,481
6483.png,1155,1474,DIP,261,198,354,301
6483.png,1155,1474,DIP,474,92,574,208
6483.png,1155,1474,DIP,688,143,780,250
6483.png,1155,1474,PIP,926,608,1032,730
6483.png,1155,1474,PIP,185,458,268,560
6483.png,1155,1474,PIP,294,328,401,447
6483.png,1155,1474,PIP,478,242,592,370
6483.png,1155,1474,PIP,666,273,779,384
6483.png,1155,1474,MCP,370,539,480,681
6483.png,1155,1474,MCP,268,600,371,730
6483.png,1155,1474,MCP,492,498,602,637
6483.png,1155,1474,MCP,622,490,747,634
6483.png,1155,1474,MCP,829,756,941,880
6483.png,1155,1474,Radius,468,1069,672,1221
6483.png,1155,1474,Ulna,358,1079,503,1205
6483.png,1155,1474,Wrist,375,888,785,1144
6480.png,1192,1518,DIP,232,528,339,648
6480.png,1192,1518,DIP,365,302,468,416
6480.png,1192,1518,DIP,501,182,612,310
6480.png,1192,1518,DIP,693,204,795,323
6480.png,1192,1518,PIP,1002,594,1120,729
6480.png,1192,1518,PIP,301,612,393,726
6480.png,1192,1518,PIP,399,428,518,560
6480.png,1192,1518,PIP,533,349,660,490
6480.png,1192,1518,PIP,702,352,828,476
6480.png,1192,1518,MCP,484,662,606,819
6480.png,1192,1518,MCP,407,742,521,887
6480.png,1192,1518,MCP,590,602,711,756
6480.png,1192,1518,MCP,716,566,855,725
6480.png,1192,1518,MCP,960,751,1084,888
6480.png,1192,1518,Radius,704,1159,931,1328
6480.png,1192,1518,Ulna,598,1215,759,1354
6480.png,1192,1518,Wrist,517,994,971,1278
4350.png,776,1288,PIP,475,193,543,280
4350.png,776,1288,PIP,349,187,413,275
4350.png,776,1288,PIP,250,244,311,331
4350.png,776,1288,DIP,105,264,166,339
4350.png,776,1288,DIP,242,135,300,207
4350.png,776,1288,DIP,341,72,408,154
4350.png,776,1288,DIP,480,92,542,170
4350.png,776,1288,MCP,574,509,650,595
4350.png,776,1288,MCP,351,382,432,485
4350.png,776,1288,PIP,139,344,196,425
4350.png,776,1288,MCP,277,416,353,519
4350.png,776,1288,MCP,447,375,534,476
4350.png,776,1288,MCP,200,466,276,563
4350.png,776,1288,PIP,638,390,696,471
4350.png,776,1288,Ulna,256,834,344,924
4350.png,776,1288,Radius,334,822,491,942
4350.png,776,1288,Wrist,278,677,553,869
6486.png,1261,1690,DIP,166,553,263,661
6486.png,1261,1690,DIP,292,347,385,450
6486.png,1261,1690,DIP,422,234,522,349
6486.png,1261,1690,DIP,696,281,788,388
6486.png,1261,1690,PIP,954,679,1060,801
6486.png,1261,1690,PIP,219,648,302,751
6486.png,1261,1690,PIP,330,486,437,606
6486.png,1261,1690,PIP,468,386,582,513
6486.png,1261,1690,PIP,690,420,804,532
6486.png,1261,1690,MCP,426,711,536,853
6486.png,1261,1690,MCP,306,769,409,900
6486.png,1261,1690,MCP,535,657,644,796
6486.png,1261,1690,MCP,674,645,799,788
6486.png,1261,1690,MCP,880,838,992,961
6486.png,1261,1690,Radius,582,1237,787,1390
6486.png,1261,1690,Ulna,470,1255,615,1380
6486.png,1261,1690,Wrist,460,1056,870,1312
6438.png,1544,1783,DIP,373,713,469,821
6438.png,1544,1783,DIP,586,548,679,651
6438.png,1544,1783,DIP,757,507,857,622
6438.png,1544,1783,DIP,909,562,1001,670
6438.png,1544,1783,PIP,1097,1022,1204,1144
6438.png,1544,1783,PIP,415,791,498,894
6438.png,1544,1783,PIP,565,670,672,789
6438.png,1544,1783,PIP,715,644,830,771
6438.png,1544,1783,PIP,873,680,986,792
6438.png,1544,1783,MCP,593,876,703,1017
6438.png,1544,1783,MCP,478,932,581,1063
6438.png,1544,1783,MCP,702,849,811,988
6438.png,1544,1783,MCP,820,853,946,997
6438.png,1544,1783,MCP,963,1114,1075,1238
6438.png,1544,1783,Radius,595,1370,800,1522
6438.png,1544,1783,Ulna,503,1386,648,1511
6438.png,1544,1783,Wrist,483,1188,893,1444
6444.png,1566,1720,DIP,303,369,421,502
6444.png,1566,1720,DIP,535,171,648,297
6444.png,1566,1720,DIP,762,90,884,231
6444.png,1566,1720,DIP,1021,176,1134,307
6444.png,1566,1720,PIP,1226,664,1356,813
6444.png,1566,1720,PIP,352,491,454,616
6444.png,1566,1720,PIP,543,337,674,483
6444.png,1566,1720,PIP,731,268,871,423
6444.png,1566,1720,PIP,967,322,1106,458
6444.png,1566,1720,MCP,569,604,704,777
6444.png,1566,1720,MCP,435,663,560,822
6444.png,1566,1720,MCP,711,559,844,729
6444.png,1566,1720,MCP,872,572,1025,748
6444.png,1566,1720,MCP,1101,809,1238,960
6444.png,1566,1720,Radius,642,1207,892,1393
6444.png,1566,1720,Ulna,484,1212,661,1365
6444.png,1566,1720,Wrist,509,982,1009,1295
4345.png,1016,1239,PIP,432,271,495,358
4345.png,1016,1239,PIP,299,327,358,409
4345.png,1016,1239,PIP,570,303,632,387
4345.png,1016,1239,MCP,321,485,406,583
4345.png,1016,1239,DIP,441,168,494,239
4345.png,1016,1239,MCP,626,595,721,686
4345.png,1016,1239,MCP,495,449,592,553
4345.png,1016,1239,MCP,257,525,341,619
4345.png,1016,1239,MCP,406,448,490,547
4345.png,1016,1239,DIP,272,228,328,303
4345.png,1016,1239,DIP,614,219,674,302
4345.png,1016,1239,Wrist,289,690,592,883
4345.png,1016,1239,PIP,744,533,811,618
4345.png,1016,1239,DIP,147,370,207,450
4345.png,1016,1239,PIP,190,434,249,505
4345.png,1016,1239,Ulna,307,849,389,942
4345.png,1016,1239,Radius,377,834,516,954
4337.png,1205,1180,PIP,384,343,455,433
4337.png,1205,1180,PIP,505,278,577,368
4337.png,1205,1180,DIP,496,191,558,264
4337.png,1205,1180,MCP,440,490,527,596
4337.png,1205,1180,MCP,364,539,457,644
4337.png,1205,1180,DIP,348,256,412,328
4337.png,1205,1180,MCP,521,455,609,565
4337.png,1205,1180,PIP,819,483,891,576
4337.png,1205,1180,MCP,619,453,714,568
4337.png,1205,1180,PIP,666,309,734,393
4337.png,1205,1180,MCP,735,580,830,680
4337.png,1205,1180,Wrist,431,720,747,916
4337.png,1205,1180,Ulna,438,892,532,1001
4337.png,1205,1180,PIP,284,475,362,545
4337.png,1205,1180,DIP,676,233,748,322
4337.png,1205,1180,DIP,247,432,326,499
4337.png,1205,1180,Radius,517,859,665,979
4208.png,2460,2970,PIP,1456,1129,1617,1326
4208.png,2460,2970,DIP,1549,930,1668,1092
4208.png,2460,2970,MCP,1479,1551,1670,1772
4208.png,2460,2970,MCP,1316,1451,1508,1675
4208.png,2460,2970,MCP,1143,1465,1325,1686
4208.png,2460,2970,PIP,1197,1133,1344,1319
4208.png,2460,2970,PIP,1647,1285,1784,1446
4208.png,2460,2970,MCP,958,1490,1140,1697
4208.png,2460,2970,DIP,1244,954,1372,1130
4208.png,2460,2970,DIP,1703,1117,1840,1300
4208.png,2460,2970,Wrist,881,1981,1472,2389
4208.png,2460,2970,MCP,1579,1877,1762,2069
4208.png,2460,2970,PIP,927,1289,1031,1453
4208.png,2460,2970,PIP,1777,1729,1934,1919
4208.png,2460,2970,DIP,891,1151,995,1293
4208.png,2460,2970,Radius,955,2187,1325,2438
4208.png,2460,2970,Ulna,840,2124,1010,2331
4295.png,1003,1409,PIP,410,288,490,386
4295.png,1003,1409,PIP,249,378,325,473
4295.png,1003,1409,PIP,599,316,672,407
4295.png,1003,1409,DIP,201,280,262,359
4295.png,1003,1409,DIP,413,169,475,250
4295.png,1003,1409,MCP,695,646,793,750
4295.png,1003,1409,PIP,787,534,877,633
4295.png,1003,1409,DIP,628,214,695,297
4295.png,1003,1409,MCP,328,536,420,646
4295.png,1003,1409,Wrist,344,766,653,986
4295.png,1003,1409,MCP,419,490,515,605
4295.png,1003,1409,MCP,528,493,628,609
4295.png,1003,1409,MCP,256,608,344,711
4295.png,1003,1409,PIP,151,530,226,609
4295.png,1003,1409,DIP,82,479,150,553
4295.png,1003,1409,Ulna,360,929,459,1058
4295.png,1003,1409,Radius,441,919,586,1048
6454.png,1248,1863,DIP,229,586,342,712
6454.png,1248,1863,DIP,440,398,549,518
6454.png,1248,1863,DIP,613,283,730,417
6454.png,1248,1863,DIP,829,375,936,500
6454.png,1248,1863,PIP,1028,891,1152,1033
6454.png,1248,1863,PIP,266,715,363,835
6454.png,1248,1863,PIP,441,554,565,692
6454.png,1248,1863,PIP,602,465,736,613
6454.png,1248,1863,PIP,795,518,927,649
6454.png,1248,1863,MCP,433,819,561,983
6454.png,1248,1863,MCP,301,884,421,1037
6454.png,1248,1863,MCP,549,771,689,925
6454.png,1248,1863,MCP,694,779,840,946
6454.png,1248,1863,MCP,914,1079,1045,1222
6454.png,1248,1863,Radius,509,1395,748,1573
6454.png,1248,1863,Ulna,394,1448,563,1594
6454.png,1248,1863,Wrist,379,1195,856,1493
4315.png,997,1392,DIP,449,182,513,269
4315.png,997,1392,DIP,665,234,727,320
4315.png,997,1392,PIP,297,369,367,465
4315.png,997,1392,PIP,465,299,541,404
4315.png,997,1392,DIP,267,263,328,348
4315.png,997,1392,PIP,185,507,245,593
4315.png,997,1392,MCP,437,530,532,642
4315.png,997,1392,MCP,350,572,440,685
4315.png,997,1392,Wrist,341,811,682,1050
4315.png,997,1392,DIP,128,430,197,520
4315.png,997,1392,PIP,619,332,695,430
4315.png,997,1392,MCP,685,671,785,775
4315.png,997,1392,MCP,548,520,652,636
4315.png,997,1392,PIP,766,542,849,652
4315.png,997,1392,Ulna,346,1025,457,1131
4315.png,997,1392,MCP,272,632,363,737
4315.png,997,1392,Radius,443,995,614,1109
6498.png,1069,1181,DIP,307,272,386,361
6498.png,1069,1181,DIP,513,105,588,189
6498.png,1069,1181,DIP,662,44,743,138
6498.png,1069,1181,DIP,777,121,852,209
6498.png,1069,1181,PIP,925,458,1012,557
6498.png,1069,1181,PIP,365,341,433,425
6498.png,1069,1181,PIP,512,217,600,314
6498.png,1069,1181,PIP,648,169,741,273
6498.png,1069,1181,PIP,761,219,854,310
6498.png,1069,1181,MCP,537,402,627,518
6498.png,1069,1181,MCP,458,451,542,558
6498.png,1069,1181,MCP,624,389,713,502
6498.png,1069,1181,MCP,722,397,824,514
6498.png,1069,1181,MCP,845,559,936,660
6498.png,1069,1181,Radius,581,795,748,919
6498.png,1069,1181,Ulna,493,846,612,949
6498.png,1069,1181,Wrist,476,652,809,861
6422.png,1132,1730,DIP,143,598,250,718
6422.png,1132,1730,DIP,421,438,524,552
6422.png,1132,1730,DIP,582,401,693,529
6422.png,1132,1730,DIP,768,460,870,579
6422.png,1132,1730,PIP,884,810,1002,945
6422.png,1132,1730,PIP,204,697,296,811
6422.png,1132,1730,PIP,391,572,510,704
6422.png,1132,1730,PIP,535,533,662,674
6422.png,1132,1730,PIP,699,574,825,698
6422.png,1132,1730,MCP,368,777,490,934
6422.png,1132,1730,MCP,262,827,376,972
6422.png,1132,1730,MCP,481,760,602,914
6422.png,1132,1730,MCP,609,764,748,923
6422.png,1132,1730,MCP,773,927,897,1064
6422.png,1132,1730,Radius,420,1244,647,1413
6422.png,1132,1730,Ulna,298,1240,459,1379
6422.png,1132,1730,Wrist,315,1022,769,1306
4329.png,925,1415,PIP,430,358,499,455
4329.png,925,1415,DIP,134,429,190,502
4329.png,925,1415,PIP,550,375,622,468
4329.png,925,1415,PIP,303,412,370,504
4329.png,925,1415,PIP,167,512,226,596
4329.png,925,1415,DIP,438,235,504,324
4329.png,925,1415,DIP,578,281,640,364
4329.png,925,1415,DIP,294,299,353,379
4329.png,925,1415,MCP,489,560,592,669
4329.png,925,1415,PIP,683,579,762,677
4329.png,925,1415,MCP,627,710,727,816
4329.png,925,1415,Wrist,292,858,603,1076
4329.png,925,1415,MCP,390,567,482,672
4329.png,925,1415,MCP,308,599,392,703
4329.png,925,1415,MCP,234,652,319,746
4329.png,925,1415,Ulna,297,1060,385,1158
4329.png,925,1415,Radius,376,1029,531,1154
6401.png,1308,1484,DIP,235,505,327,608
6401.png,1308,1484,DIP,420,288,508,385
6401.png,1308,1484,DIP,585,213,680,323
6401.png,1308,1484,DIP,793,268,880,370
6401.png,1308,1484,PIP,1019,645,1120,760
6401.png,1308,1484,PIP,306,596,385,693
6401.png,1308,1484,PIP,436,420,538,533
6401.png,1308,1484,PIP,592,352,701,473
6401.png,1308,1484,PIP,777,387,885,493
6401.png,1308,1484,MCP,487,632,591,767
6401.png,1308,1484,MCP,392,712,490,836
6401.png,1308,1484,MCP,608,591,711,723
6401.png,1308,1484,MCP,740,589,859,726
6401.png,1308,1484,MCP,934,783,1040,900
6401.png,1308,1484,Radius,589,1155,783,1300
6401.png,1308,1484,Ulna,490,1153,628,1272
6401.png,1308,1484,Wrist,482,971,871,1215
4266.png,1202,1489,PIP,514,266,590,371
4266.png,1202,1489,PIP,376,345,449,445
4266.png,1202,1489,PIP,697,292,773,395
4266.png,1202,1489,DIP,491,134,559,229
4266.png,1202,1489,DIP,719,175,782,263
4266.png,1202,1489,MCP,644,486,759,616
4266.png,1202,1489,Wrist,436,803,796,1051
4266.png,1202,1489,DIP,325,228,391,324
4266.png,1202,1489,MCP,369,583,467,697
4266.png,1202,1489,MCP,817,646,933,764
4266.png,1202,1489,MCP,442,524,540,639
4266.png,1202,1489,MCP,535,482,639,602
4266.png,1202,1489,DIP,199,399,270,501
4266.png,1202,1489,Ulna,471,1016,560,1138
4266.png,1202,1489,PIP,906,504,992,623
4266.png,1202,1489,PIP,269,473,335,571
4266.png,1202,1489,Radius,545,989,713,1127
4216.png,800,1061,PIP,360,337,421,422
4216.png,800,1061,PIP,255,381,315,463
4216.png,800,1061,PIP,140,472,190,543
4216.png,800,1061,DIP,513,290,572,369
4216.png,800,1061,DIP,366,233,426,316
4216.png,800,1061,DIP,262,286,316,357
